RCN3, 6706, 3.891883,0.002794,0.915515
CPLX1, 4331, 3.889477,0.002814,0.689926
SCAMP5, 9192, 3.887341,0.002823,0.529602
RCC1, 481, 3.885827,0.002833,0.026018
ABCA5, 4898, 3.883889,0.002835,0.315586
ZCCHC8, 6337, 3.883165,0.002835,0.374825
VAMP1, 2729, 3.883103,0.002835,0.690970
STPG1, 8190, 3.881048,0.002835,0.926703
CYB561D1, 9534, 3.877232,0.002838,0.402142
CDS1, 462, 3.876990,0.002838,0.756838
RFX5, 2382, 3.876894,0.002838,0.972233
PURB, 2293, 3.875959,0.002840,0.969698
FER1L4, 7566, 3.873447,0.002862,0.007772
C18orf21, 7726, 3.872435,0.002866,0.222203
MYO19, 7527, 3.869715,0.002890,0.954337
ZNF782, 9079, 3.868313,0.002892,0.692270
DGCR8, 5932, 3.862742,0.002951,0.809719
UCHL5, 5722, 3.860142,0.002973,0.261414
L3MBTL2, 7756, 3.849865,0.003070,0.279557
CABP1, 3654, 3.847723,0.003081,0.774924
RPS6KA3, 2457, 3.842489,0.003124,0.007691
THSD4, 7439, 3.842409,0.003124,0.330588
CCDC146, 6827, 3.835211,0.003169,0.692590
ZNF268, 4322, 3.835189,0.003169,0.539050
MRRF, 8298, 3.822591,0.003302,0.234487
OSBPL2, 3869, 3.821621,0.003307,0.542520
ZNF148, 3049, 3.817096,0.003360,0.439267
FNDC5, 9384, 3.813889,0.003388,0.000068
BICRAL, 4918, 3.813816,0.003388,0.206205
EYA4, 859, 3.811138,0.003401,0.221531
PVR, 2295, 3.807901,0.003425,0.691866
YTHDC2, 7125, 3.807825,0.003425,0.781337
ARL2BP, 4949, 3.807515,0.003425,0.573005
DLGAP2, 3536, 3.805441,0.003445,0.091361
KYAT1, 389, 3.798895,0.003520,0.235879
RAB11FIP2, 4589, 3.794260,0.003569,0.046412
DGCR9, 5026, 3.792879,0.003581,0.847616
GPR85, 5901, 3.791786,0.003588,0.960342
HNRNPH1, 1268, 3.788933,0.003603,0.608702
PTX3, 2291, 3.784246,0.003660,0.000732
SLC12A5, 6735, 3.782315,0.003674,0.976906
LEPROTL1, 4910, 3.781696,0.003675,0.038447
ATP2B2, 214, 3.778085,0.003702,0.059262
QRFPR, 7818, 3.772492,0.003778,0.003691
DTWD2, 9571, 3.771543,0.003783,0.069864
TTI2, 7530, 3.768132,0.003809,0.819862
MCRS1, 4153, 3.763489,0.003871,0.549431
ESRRA, 862, 3.760631,0.003899,0.191815
MIAT, 9885, 3.760217,0.003899,0.274427
PCGF1, 7990, 3.757031,0.003927,0.930445
NCKIPSD, 5765, 3.756489,0.003927,0.190103
FAM160B2, 7094, 3.754068,0.003956,0.542156
INA, 3494, 3.746571,0.004067,0.022483
GSAP, 5889, 3.745726,0.004071,0.906656
VPS54, 5775, 3.743439,0.004097,0.007551
AMMECR1, 3904, 3.742999,0.004097,0.579386
AGO1, 5228, 3.742430,0.004097,0.819124
CPNE9, 9012, 3.737758,0.004165,0.097620
CDH7, 439, 3.734676,0.004197,0.852366
PKD1, 2048, 3.733056,0.004215,0.666302
ADRB1, 70, 3.731709,0.004228,0.401311
ABCB10, 4895, 3.726733,0.004294,0.805257
SLC9A5, 2602, 3.720286,0.004362,0.914173
BRSK2, 3454, 3.719994,0.004362,0.814344
GSDMB, 6476, 3.717383,0.004384,0.941437
GRIN2A, 1143, 3.717042,0.004384,0.869244
RRNAD1, 5594, 3.715709,0.004392,0.734732
SNRNP35, 4440, 3.714751,0.004392,0.977843
ELOVL4, 2709, 3.714646,0.004392,0.574161
SLC38A9, 9034, 3.713814,0.004392,0.881297
GSTT1, 1174, 3.712630,0.004392,0.980469
XBP1, 3006, 3.706983,0.004447,0.002838
P3H3, 4203, 3.706933,0.004447,0.574161
PTPN2, 2267, 3.706133,0.004452,0.151637
CHRM2, 495, 3.701595,0.004523,0.290556
ATRN, 3213, 3.699403,0.004544,0.917239
SPIRE1, 6586, 3.699242,0.004544,0.590810
TRIM7, 7683, 3.697961,0.004550,0.988434
DNAJC5G, 9542, 3.696037,0.004575,0.007457
ZNF567, 9122, 3.690972,0.004647,0.740675
HR, 6442, 3.685030,0.004728,0.144062
SYT2, 8690, 3.683660,0.004743,0.588106
SCAI, 9591, 3.683088,0.004744,0.161296
ZFYVE9, 3604, 3.675780,0.004862,0.118548
BEND6, 9343, 3.674482,0.004871,0.495165
ZNF821, 6326, 3.673781,0.004871,0.310958
MED21, 3621, 3.670062,0.004922,0.055884
BBS7, 6212, 3.669384,0.004925,0.089307
SLC8A1, 2599, 3.668842,0.004926,0.151646
TNNC2, 2861, 3.666935,0.004952,0.037814
TRIM32, 4649, 3.663578,0.004996,0.011727
PRMT9, 8204, 3.663174,0.004996,0.527342
ZSCAN9, 3062, 3.656879,0.005110,0.099488
TRERF1, 6444, 3.655949,0.005118,0.520352
PTCHD4, 9897, 3.653503,0.005146,0.099392
TBX1, 2760, 3.653405,0.005146,0.835883
EEF2K, 5458, 3.652999,0.005146,0.939217
PPARD, 2116, 3.650114,0.005172,0.156767
ZNF385A, 5098, 3.650070,0.005172,0.205810
FGF14, 927, 3.649696,0.005172,0.840222
HSF4, 1293, 3.648900,0.005178,0.365469
ITGB3BP, 4883, 3.640489,0.005319,0.378344
DUSP11, 3206, 3.635783,0.005385,0.648094
TNFAIP1, 2862, 3.632654,0.005420,0.686881
TMCO6, 6296, 3.631716,0.005429,0.768208
NCK2, 3203, 3.617645,0.005711,0.464878
PIF1, 7510, 3.613072,0.005790,0.009955
DNASE1L2, 722, 3.611451,0.005815,0.696706
SLC43A2, 8639, 3.608912,0.005861,0.018982
VIPR2, 2982, 3.605398,0.005913,0.454474
PAXIP1, 4653, 3.600658,0.005994,0.026441
ATXN2L, 4537, 3.597971,0.006045,0.622767
TOR2A, 5359, 3.597356,0.006048,0.489777
NUB1, 5815, 3.595274,0.006073,0.185447
XYLT2, 7023, 3.594461,0.006078,0.751059
RASD2, 4942, 3.594124,0.006078,0.912977
VAV3, 4158, 3.590199,0.006150,0.939736
PLCD4, 8003, 3.589589,0.006150,0.865498
TADA2B, 8349, 3.587209,0.006195,0.405859
IKBKB, 1358, 3.586030,0.006211,0.769718
MAP3K3, 1650, 3.584981,0.006225,0.000966
TUBD1, 5638, 3.584283,0.006230,0.132277
MID2, 4432, 3.582701,0.006256,0.954592
MICU3, 9585, 3.581608,0.006270,0.079249
PIDD1, 6295, 3.581191,0.006270,0.086757
NSMAF, 3202, 3.580005,0.006287,0.503057
KIFC2, 8217, 3.575315,0.006389,0.144056
POU6F1, 2113, 3.572079,0.006445,0.427089
ATP2B3, 215, 3.567779,0.006540,0.000381
OSGEPL1, 7032, 3.565749,0.006568,0.554539
SMYD4, 8454, 3.564457,0.006587,0.497359
SHD, 6610, 3.557891,0.006708,0.362916
SYT12, 8258, 3.557816,0.006708,0.288481
MTMR4, 3490, 3.555897,0.006745,0.016306
RORB, 2411, 3.551112,0.006832,0.002104
FASTKD1, 7357, 3.549304,0.006867,0.842650
NAGPA, 5637, 3.539340,0.007081,0.153892
MCF2, 1626, 3.538084,0.007102,0.943188
FAT3, 8575, 3.536292,0.007138,0.938235
ETV6, 871, 3.535779,0.007140,0.686361
CTNNAL1, 3333, 3.534292,0.007155,0.118450
SLC19A2, 4215, 3.533473,0.007158,0.717694
LNP1, 9691, 3.532892,0.007158,0.760193
SMARCD2, 2625, 3.532802,0.007158,0.953240
FKRP, 7270, 3.531419,0.007170,0.305805
ZFYVE19, 8052, 3.530959,0.007171,0.036595
ZFYVE28, 6869, 3.530296,0.007176,0.815671
HMBS, 1249, 3.528197,0.007221,0.827070
MEF2A, 1643, 3.524065,0.007321,0.882058
CEACAM19, 6616, 3.523629,0.007321,0.441888
NAAA, 5304, 3.521958,0.007352,0.817113
TMEM38A, 7232, 3.521597,0.007352,0.384483
RPF1, 7512, 3.518626,0.007410,0.892737
HAUS8, 8336, 3.518151,0.007411,0.798065
PPP1R3F, 8139, 3.517246,0.007413,0.706255
ZC3HC1, 5770, 3.516923,0.007413,0.092762
PKD2, 2049, 3.516726,0.007413,0.964638
ABCA9, 4103, 3.516160,0.007416,0.857584
ZNF224, 3069, 3.515483,0.007422,0.129400
EHD2, 5514, 3.513535,0.007457,0.044768
KLF9, 303, 3.513354,0.007457,0.243762
INSR, 1393, 3.512159,0.007478,0.578968
USP45, 8085, 3.507745,0.007551,0.601411
RANBP17, 7138, 3.506965,0.007551,0.430786
SPTBN4, 6868, 3.506915,0.007551,0.003520
BLMH, 279, 3.506915,0.007551,0.497892
ELMOD3, 7835, 3.506388,0.007553,0.040780
CCDC57, 9506, 3.503250,0.007630,0.074293
BAAT, 245, 3.500396,0.007691,0.312698
PRDM8, 6617, 3.499822,0.007691,0.929728
ATR, 237, 3.496595,0.007772,0.735801
TMEM109, 7243, 3.489074,0.007928,0.701078
CKMT1A, 9918, 3.487030,0.007976,0.175815
CDC42EP3, 4239, 3.485348,0.008013,0.221439
WDR70, 6151, 3.479154,0.008186,0.604395
PPP1R16B, 5151, 3.477519,0.008211,0.987001
TNFRSF25, 3329, 3.476280,0.008223,0.693380
H1FX, 3435, 3.476255,0.008223,0.167632
PRR14, 7211, 3.473747,0.008287,0.113710
NR2C1, 2886, 3.473119,0.008287,0.866669
ABCG4, 7025, 3.469897,0.008353,0.987294
INSM2, 7971, 3.467168,0.008425,0.978193
XPR1, 3530, 3.464942,0.008468,0.988567
PPARGC1A, 4358, 3.463877,0.008484,0.019020
TEDC2, 7526, 3.457917,0.008606,0.095357
USF2, 2963, 3.457584,0.008606,0.821050
PLA2R1, 4638, 3.451626,0.008749,0.122257
ANKRD16, 5949, 3.451455,0.008749,0.371684
PHC2, 780, 3.446913,0.008856,0.817869
CNTNAP1, 3234, 3.443713,0.008934,0.323524
ATP8B1, 2006, 3.440541,0.009012,0.262581
STARD9, 6762, 3.439682,0.009012,0.037752
KIAA1614, 6861, 3.437284,0.009064,0.850848
ZNF142, 3044, 3.434373,0.009148,0.992210
TPR, 2884, 3.433834,0.009152,0.245860
STARD10, 4327, 3.429454,0.009287,0.760929
ANKRD37, 9700, 3.428994,0.009288,0.550668
TSEN54, 9505, 3.427882,0.009312,0.072828
ZNF362, 8959, 3.427005,0.009328,0.097843
URM1, 7663, 3.426001,0.009348,0.851958
ZNF773, 9721, 3.422996,0.009438,0.288975
PDE7A, 1971, 3.422524,0.009440,0.756441
PLEKHM2, 4764, 3.420222,0.009506,0.376728
STRBP, 6281, 3.416082,0.009622,0.765861
DHX35, 6961, 3.415565,0.009626,0.866669
MPC1, 5811, 3.411187,0.009753,0.686361
MRPL16, 6077, 3.407971,0.009833,0.039765
RSAD2, 8245, 3.406422,0.009865,0.402901
METTL24, 9982, 3.404451,0.009922,0.038850
CA7, 331, 3.403127,0.009955,0.701764
TSHZ1, 4028, 3.401528,0.009982,0.261865
NKRF, 6493, 3.399861,0.010008,0.954617
DENND4C, 6369, 3.399556,0.010008,0.010671
CARD9, 7031, 3.399241,0.010008,0.804853
CCDC39, 9630, 3.396489,0.010061,0.004197
DENND6A, 9257, 3.395280,0.010080,0.040385
IDI2-AS1, 6467, 3.394137,0.010107,0.067803
MAST4, 9730, 3.393584,0.010113,0.101689
NEIL1, 7349, 3.392530,0.010137,0.196057
FBXL12, 6031, 3.390357,0.010188,0.021140
LRR1, 8598, 3.389028,0.010222,0.677913
ANKS3, 8628, 3.388373,0.010232,0.895827
METTL15, 9196, 3.386986,0.010250,0.591641
YY1AP1, 6232, 3.386688,0.010250,0.901338
SGK494, 8637, 3.381717,0.010408,0.996304
STAC2, 9658, 3.380969,0.010421,0.139882
ARNTL, 182, 3.377549,0.010476,0.347345
WFDC2, 4128, 3.377113,0.010478,0.827529
ANKS1A, 4811, 3.373793,0.010560,0.451996
FOSB, 969, 3.372907,0.010579,0.924703
LAPTM4B, 6287, 3.371943,0.010586,0.613233
CTTNBP2, 7793, 3.368235,0.010671,0.395129
JAK2, 1433, 3.365831,0.010747,0.028716
SMAD7, 1592, 3.363364,0.010828,0.367053
ATP13A3, 7300, 3.358473,0.010975,0.115936
TBC1D4, 3868, 3.358096,0.010975,0.040424
PDP2, 6778, 3.355702,0.011055,0.956958
PDIK1L, 8965, 3.355023,0.011058,0.002838
TBR1, 4290, 3.354753,0.011058,0.692346
RASSF4, 7783, 3.354493,0.011058,0.014822
EFNA5, 790, 3.352874,0.011107,0.000190
ADAM22, 5867, 3.349091,0.011224,0.152934
AMT, 120, 3.345382,0.011331,0.712746
FBXL6, 5197, 3.343425,0.011353,0.044190
SPAG5, 4247, 3.342325,0.011365,0.415731
LRPPRC, 3993, 3.340077,0.011395,0.075574
SLC44A5, 9281, 3.339404,0.011407,0.894878
IQSEC3, 9876, 3.337080,0.011456,0.088754
TMEM223, 7238, 3.336231,0.011461,0.016306
PHTF1, 4302, 3.334187,0.011516,0.045210
GPHN, 4060, 3.334136,0.011516,0.593214
TRIAP1, 5762, 3.332837,0.011524,0.208580
GEMIN7, 7393, 3.330237,0.011616,0.000334
MTREX, 4925, 3.329201,0.011629,0.981423
KMT2E, 6485, 3.326895,0.011710,0.959229
FLJ23867, 9226, 3.326048,0.011727,0.745068
TCERG1, 4372, 3.325285,0.011727,0.002833
C9orf3, 8037, 3.324582,0.011727,0.072811
NFIC, 1820, 3.323896,0.011727,0.983186
KRTCAP3, 9232, 3.323441,0.011731,0.622906
ECM1, 771, 3.321620,0.011777,0.002656
MED9, 6147, 3.320481,0.011809,0.015969
GAS2, 1023, 3.318543,0.011863,0.919930
RNF168, 9144, 3.318490,0.011863,0.944871
FLRT2, 5008, 3.317549,0.011872,0.332818
MIR9-3HG, 9405, 3.315810,0.011913,0.188782
CRABP1, 583, 3.315238,0.011913,0.091416
MAPKBP1, 4668, 3.311150,0.012037,0.393392
DYNC2H1, 7347, 3.310321,0.012057,0.314038
PELI3, 9381, 3.309380,0.012069,0.125929
CS, 603, 3.308745,0.012072,0.004523
CEP57, 3774, 3.308519,0.012072,0.047881
ABCD2, 105, 3.306785,0.012132,0.687743
PCDHB12, 6512, 3.305336,0.012179,0.701685
SETD6, 7460, 3.304455,0.012202,0.147212
ZNF670, 8341, 3.302645,0.012265,0.895969
CITED2, 4113, 3.299572,0.012369,0.176868
NTNG1, 4596, 3.297936,0.012409,0.999018
C18orf25, 8925, 3.294466,0.012542,0.675067
SPACA6, 8930, 3.294239,0.012542,0.805356
SOAT1, 2650, 3.290661,0.012670,0.529637
FBXO46, 4869, 3.289210,0.012688,0.484496
GCNT4, 5687, 3.287583,0.012744,0.433682
CFAP69, 7429, 3.283298,0.012892,0.000261
MTAP, 1719, 3.280981,0.012966,0.529637
TRAF3IP1, 5181, 3.280448,0.012974,0.036525
ARFGEF2, 4218, 3.279835,0.012977,0.146295
CSDC2, 5325, 3.279011,0.012992,0.384942
TCTN2, 7434, 3.276231,0.013049,0.079382
N4BP1, 3766, 3.276132,0.013049,0.438851
GPR19, 1108, 3.276033,0.013049,0.016227
LINC01106, 8991, 3.275661,0.013049,0.128924
OCEL1, 7328, 3.273522,0.013114,0.319925
SPTB, 2677, 3.267147,0.013269,0.273792
ZNF398, 6774, 3.267056,0.013269,0.611748
ADCY9, 54, 3.266779,0.013269,0.033960
TFB2M, 7037, 3.265640,0.013306,0.922885
GIT2, 3832, 3.263199,0.013389,0.304355
NECAB3, 6992, 3.262714,0.013396,0.624943
DND1, 9709, 3.261505,0.013433,0.000399
CEP135, 3753, 3.260234,0.013453,0.656092
SLC35B4, 8039, 3.259876,0.013453,0.341090
UTP23, 7889, 3.258357,0.013505,0.753053
ADAM8, 45, 3.257909,0.013510,0.640982
CLUHP3, 10008, 3.254572,0.013653,0.422751
RASGRF1, 2348, 3.252215,0.013751,0.588106
SH3BGRL, 2553, 3.249299,0.013859,0.720703
PRIM1, 2158, 3.248346,0.013889,0.881950
GIGYF1, 7082, 3.247084,0.013921,0.060897
WNK2, 7182, 3.246924,0.013921,0.329958
MRPL48, 5801, 3.246670,0.013921,0.265811
EVL, 5753, 3.245624,0.013956,0.135457
INPP5A, 1388, 3.243660,0.014019,0.803547
PPP4R3A, 6371, 3.242611,0.014054,0.580639
ZMYM5, 3526, 3.241699,0.014083,0.940031
WASL, 3439, 3.241348,0.014083,0.089714
